player_id,name,pos,ppr_rank,avg_draft_pos,pos_diff,ppr_auc_value,avg_auc_value,auc_diff
3052449,Dalyn Dawkins,RB,2329,169,-2160,0,0,0
3120588,Darrius Shepherd,WR,2330,169,-2161,0,0,0
3127211,Patrick Laird,RB,2331,169,-2162,0,0,0
3127051,Devlin Hodges,QB,2345,169,-2176,0,0,0
4249496,Alexander Hollins,WR,2346,169,-2177,0,0,0
3925348,Hale Hentges,TE,2347,169,-2178,0,0,0
3047504,Andre Patton,WR,2348,169,-2179,0,0,0
3039968,Ishmael Hyman,WR,2349,169,-2180,0,0,0
3050481,Tanner Hudson,TE,2350,169,-2181,0,0,0
4048717,Rico Gafford,WR,2351,169,-2182,0,0,0
2971397,Fred Brown,WR,2352,169,-2183,0,0,0
3122103,Kendall Blanton,TE,2362,169,-2193,0,0,0
3126075,Spencer Schnell,WR,2366,169,-2197,0,0,0
3951441,Codey McElroy,TE,2369,169,-2200,0,0,0
4069806,Jason Moore,WR,2371,169,-2202,0,0,0
4217370,Cyril Grayson,WR,2377,169,-2208,0,0,0
3060919,Wes Hills,RB,2379,169,-2210,0,0,0
3126263,Charles Jones,TE,2380,169,-2211,0,0,0
3138760,Ventell Bryant,WR,2381,169,-2212,0,0,0
3057863,Jason Vander Laan,TE,2386,169,-2217,0,0,0
3127335,Ryan Nall,RB,2387,169,-2218,0,0,0
3115443,Cody Hollister,WR,2388,169,-2219,0,0,0
3043225,Steven Mitchell Jr.,WR,2391,169,-2222,0,0,0
15284,Bradley Sowell,TE,2394,169,-2225,0,0,0
2586703,Tevin Jones,WR,2396,169,-2227,0,0,0
3116384,Carson Meier,TE,2398,169,-2229,0,0,0
4421446,Craig Reynolds,RB,2401,169,-2232,0,0,0
3123857,Austin Walter,RB,2405,169,-2236,0,0,0
3053732,Jordan Chunn,RB,2407,169,-2238,0,0,0
3886841,Tony Brooks-James,RB,2409,169,-2240,0,0,0
3122799,Jonathan Hilliman,RB,2411,169,-2242,0,0,0
3049329,Rashard Davis,WR,2419,169,-2250,0,0,0
4035496,John Franklin,WR,2420,169,-2251,0,0,0
3931391,Trenton Irwin,WR,2422,169,-2253,0,0,0
3124084,Joey Slye,K,2423,170,-2253,0,0,0
4029893,Antonio Gandy-Golden,WR,2424,169,-2255,0,0,0
4239083,Michael Warren II,RB,2425,169,-2256,0,0,0
4040790,Jason Huntley,RB,2426,169,-2257,0,0,0
4038994,Sam Sloman,K,2427,169,-2258,0,0,0
3913295,Justin Rohrwasser,K,2428,169,-2259,0,0,0
4037591,Joe Reed,WR,2434,169,-2265,0,0,0
3914395,James Morgan,QB,2435,169,-2266,0,0,0
4038220,Cole McDonald,QB,2436,169,-2267,0,0,0
4373673,John Hightower,WR,2437,169,-2268,0,0,0
4034964,Tyrie Cleveland,WR,2445,169,-2276,0,0,0
4035426,Stephen Sullivan,TE,2446,169,-2277,0,0,0
3791110,Tommy Stevens,TE,2448,169,-2279,0,0,0
4248504,Isaiah Coulter,WR,2449,169,-2280,0,0,0
3895785,Ben DiNucci,QB,2450,169,-2281,0,0,0
4240689,Jake Fromm,QB,2452,169,-2283,0,0,0
4242540,Isaiah Hodgins,WR,2453,169,-2284,0,0,0
3914240,Tyler Davis,TE,2454,169,-2285,0,0,0
4036189,Thaddeus Moss,TE,2456,169,-2287,0,0,0
3916927,Will Hastings,WR,2457,169,-2288,0,0,0
2974503,Reggie Begelton,WR,2458,169,-2289,0,0,0
3915145,Kirk Merritt,WR,2459,169,-2290,0,0,0
4240626,Jeff Thomas,WR,2460,169,-2291,0,0,0
4038533,Darius Anderson,RB,2461,169,-2292,0,0,0
4055171,Anthony Gordon,QB,2462,169,-2293,0,0,0
3915772,Jared Pinkney,TE,2463,169,-2294,0,0,0
3917166,Omar Bayless,WR,2464,169,-2295,0,0,0
4241940,Javon Leake,RB,2465,169,-2296,0,0,0
4044121,Isaiah Wright,WR,2466,169,-2297,0,0,0
3930298,Noah Togiai,TE,2467,169,-2298,0,0,0
4046715,Trishton Jackson,WR,2468,169,-2299,0,0,0
4329472,Nick Keizer,TE,2469,169,-2300,0,0,0
3051387,Marcus Baugh,TE,2470,169,-2301,0,0,0
3917812,Nathan Cottrell,RB,2472,169,-2303,0,0,0
3118906,John Lovett,RB,2476,169,-2307,0,0,0
3125999,Nate Becker,TE,2485,169,-2316,0,0,0
3116074,Rodney Smith,RB,2486,169,-2317,0,0,0
4374496,DeMichael Harris,WR,2487,169,-2318,0,0,0
4040629,Antonio Williams,RB,2488,169,-2319,0,0,0
4042808,Artavis Pierce,RB,2489,169,-2320,0,0,0
4052137,Chris Rowland,WR,2490,169,-2321,0,0,0
3917849,Lawrence Cager,WR,2491,169,-2322,0,0,0
3049290,Kevin Rader,TE,2492,169,-2323,0,0,0
3121378,Matt Sokol,TE,2493,169,-2324,0,0,0
3917558,Brandon Wright,K,2498,169,-2329,0,0,0
3917569,Ja'Marcus Bradley,WR,2499,169,-2330,0,0,0
3700815,Kendall Hinton,WR,2501,169,-2332,0,0,0
3138744,Chris Myarick,TE,2504,169,-2335,0,0,0
3915821,Tony Brown,WR,2506,169,-2337,0,0,0
17480,Sergio Castillo,K,2508,169,-2339,0,0,0
4041703,Matt Cole,WR,2510,169,-2341,0,0,0
3048898,Elliott Fry,K,2513,169,-2344,0,0,0
3910176,Kristian Wilkerson,WR,2516,169,-2347,0,0,0
3895835,Jake Bargas,RB,2517,169,-2348,0,0,0
3930097,Farrod Green,TE,2518,169,-2349,0,0,0
3916129,Isaiah Zuber,WR,2519,169,-2350,0,0,0
4040640,Darius Bradwell,RB,2520,169,-2351,0,0,0
4611153,Taylor Russolino,K,2521,169,-2352,0,0,0
3128444,Matthew Wright,K,2524,169,-2355,0,0,0
3115359,Daniel Helm,TE,2525,169,-2356,0,0,0
3914534,Jeremy Cox,RB,2527,169,-2358,0,0,0
3919510,Alex Bachman,WR,2528,169,-2359,0,0,0
3135726,Jon Brown,K,2529,169,-2360,0,0,0
3053760,Jeff Badet,WR,2530,169,-2361,0,0,0
3040499,Johnny Stanton,RB,2531,169,-2362,0,0,0
4035098,Tucker McCann,K,2568,169,-2399,0,0,0
4360802,Javian Hawkins,RB,2569,169,-2400,0,0,0
4036026,Dez Fitzpatrick,WR,2571,169,-2402,0,0,0
4035465,Cornell Powell,WR,2572,169,-2403,0,0,0
4240661,Dazz Newsome,WR,2573,169,-2404,0,0,0
4258190,Ben Mason,RB,2574,169,-2405,0,0,0
4371974,Seth Williams,WR,2575,169,-2406,0,0,0
4068152,Kawaan Baker,WR,2578,169,-2409,0,0,0
4047648,Tre Nixon,WR,2580,169,-2411,0,0,0
4240432,Sage Surratt,WR,2582,169,-2413,0,0,0
4746079,Zach Davidson,TE,2584,169,-2415,0,0,0
4037311,Jalen Camp,WR,2586,169,-2417,0,0,0
4037478,Gerrid Doaks,RB,2587,169,-2418,0,0,0
13200,Tim Tebow,TE,2589,169,-2420,0,0,0
4031033,Cade Johnson,WR,2590,169,-2421,0,0,0
4044144,Kenny Yeboah,TE,2591,169,-2422,0,0,0
4039253,Trevon Wesco,TE,1152,169,-983,0,0,0
