player_id,name,pos,ppr_rank,avg_draft_pos,pos_diff,ppr_auc_value,avg_auc_value,auc_diff
16732,Eric Ebron,TE,217,162,-55,0,0,0
12537,Jared Cook,TE,219,167,-52,0,0,0
15835,Zach Ertz,TE,220,162,-58,0,0,0
4383351,Trey Lance,QB,221,159,-62,0,1,1
-16027,Buccaneers D/ST,DST,223,83,-140,1,3,2
-16023,Steelers D/ST,DST,226,102,-124,1,2,1
-16033,Ravens D/ST,DST,227,105,-122,1,2,1
-16028,Washington D/ST,DST,228,116,-112,1,2,1
-16025,49ers D/ST,DST,229,123,-106,1,1,0
-16002,Bills D/ST,DST,230,121,-109,1,1,0
-16007,Broncos D/ST,DST,234,143,-91,1,1,0
-16014,Rams D/ST,DST,235,125,-110,1,2,1
-16005,Browns D/ST,DST,236,150,-86,1,1,0
-16011,Colts D/ST,DST,237,153,-84,1,0,-1
-16017,Patriots D/ST,DST,238,148,-90,0,1,1
-16016,Vikings D/ST,DST,239,167,-72,0,0,0
3055899,Harrison Butker,K,240,98,-142,1,3,2
15683,Justin Tucker,K,241,106,-135,1,3,2
12460,Graham Gano,K,242,142,-100,1,1,0
2473037,Jason Myers,K,243,131,-112,1,1,0
16339,Brandon McManus,K,246,146,-100,1,1,0
3124679,Jason Sanders,K,248,145,-103,1,1,0
3049899,Younghoe Koo,K,249,133,-116,1,2,1
4249087,Matt Gay,K,251,146,-105,1,1,0
14993,Greg Zuerlein,K,252,164,-88,1,0,-1
3917232,Tyler Bass,K,255,159,-96,1,1,0
2998120,Josh Lambo,K,256,169,-87,0,0,0
11122,Matt Prater,K,259,166,-93,0,0,0
4258173,Nico Collins,WR,260,170,-90,0,0,0
13981,Mark Ingram II,RB,263,169,-94,0,0,0
3045127,Wayne Gallman II,RB,265,170,-95,0,0,0
3122866,Devontae Booker,RB,269,170,-99,0,0,0
3139925,Rashaad Penny,RB,270,170,-100,0,0,0
3116136,Justin Jackson,RB,273,170,-103,0,0,0
17359,Damien Williams,RB,275,170,-105,0,0,0
4241416,Chuba Hubbard,RB,279,169,-110,0,0,0
15920,Latavius Murray,RB,280,169,-111,0,0,0
3115375,Darrel Williams,RB,283,170,-113,0,0,0
3915411,Ty Johnson,RB,284,170,-114,0,0,0
4243315,Salvon Ahmed,RB,287,170,-117,0,0,0
3139605,Marlon Mack,RB,290,170,-120,0,0,0
3051439,Boston Scott,RB,292,170,-122,0,0,0
4371733,Kenneth Gainwell,RB,294,170,-124,0,0,0
4362452,Jaret Patterson,RB,297,170,-127,0,0,0
15807,Cordarrelle Patterson,RB,299,170,-129,0,0,0
3116389,Samaje Perine,RB,300,170,-130,0,0,0
3049698,Anthony Firkser,TE,302,169,-133,0,0,0
3917792,Daniel Jones,QB,303,168,-135,0,0,0
4360939,Rashod Bateman,WR,305,170,-135,0,0,0
16725,Sammy Watkins,WR,306,170,-136,0,0,0
3128451,Tre'Quan Smith,WR,308,170,-138,0,0,0
3930066,Van Jefferson,WR,309,170,-139,0,0,0
4240600,Kadarius Toney,WR,310,170,-140,0,0,0
4043016,Dee Eskridge,WR,311,170,-141,0,0,0
14880,Kirk Cousins,QB,312,164,-148,0,0,0
8664,Ryan Fitzpatrick,QB,314,166,-148,0,0,0
-16018,Saints D/ST,DST,316,166,-150,0,0,0
-16009,Packers D/ST,DST,317,168,-149,0,0,0
3051909,Daniel Carlson,K,318,169,-149,0,0,0
3150744,Chase McLaughlin,K,319,169,-150,0,0,0
14924,T.Y. Hilton,WR,321,164,-157,0,0,0
3895856,Christian Kirk,WR,322,170,-152,0,0,0
3128390,Allen Lazard,WR,323,170,-153,0,0,0
3051738,Marquez Valdes-Scantling,WR,324,169,-155,0,0,0
3916945,Darius Slayton,WR,325,170,-155,0,0,0
4240380,KJ Hamler,WR,326,170,-156,0,0,0
11283,DeSean Jackson,WR,327,170,-157,0,0,0
3050487,Anthony Miller,WR,328,170,-158,0,0,0
2578533,Chris Conley,WR,329,170,-159,0,0,0
3043116,Demarcus Robinson,WR,330,170,-160,0,0,0
3046409,Alex Collins,RB,332,170,-162,0,0,0
4241555,Elijah Mitchell,RB,334,170,-164,0,0,0
16782,Jerick McKinnon,RB,335,170,-165,0,0,0
3910544,Joshua Kelley,RB,336,170,-166,0,0,0
3066158,Tarik Cohen,RB,337,170,-167,0,0,0
4036431,Darrynton Evans,RB,339,171,-168,0,0,0
4046676,Tony Jones Jr.,RB,340,170,-170,0,0,0
4046530,Chris Evans,RB,341,170,-171,0,0,0
2969939,Jameis Winston,QB,342,160,-182,0,1,1
4361259,Zach Wilson,QB,344,167,-177,0,0,0
16757,Derek Carr,QB,348,166,-182,0,0,0
3918639,Gerald Everett,TE,350,169,-181,0,0,0
2991767,Blake Jarwin,TE,351,169,-182,0,0,0
3915486,Tyler Conklin,TE,352,170,-182,0,0,0
3930086,Dawson Knox,TE,353,170,-183,0,0,0
4241941,Anthony McFarland Jr.,RB,355,170,-185,0,0,0
4361577,Dyami Brown,WR,356,170,-186,0,0,0
4036416,Byron Pringle,WR,357,170,-187,0,0,0
-16015,Dolphins D/ST,DST,358,167,-191,0,0,0
-16019,Giants D/ST,DST,359,170,-189,0,0,0
12731,Ryan Succop,K,362,168,-194,0,0,0
3127313,Tristan Vizcaino,K,363,170,-193,0,0,0
3929645,Juwan Johnson,TE,364,170,-194,0,0,0
3911853,Adam Trautman,TE,365,170,-195,0,0,0
2574576,C.J. Uzomah,TE,366,170,-196,0,0,0
4035793,Quintez Cephus,WR,368,170,-198,0,0,0
4242433,Joshua Palmer,WR,369,170,-199,0,0,0
3917914,Olamide Zaccheaus,WR,370,170,-200,0,0,0
3071572,Keelan Cole,WR,371,170,-201,0,0,0
2983509,Dare Ogunbowale,RB,372,170,-202,0,0,0
4038441,Justice Hill,RB,375,170,-205,0,0,0
2573079,Carson Wentz,QB,377,169,-208,0,0,0
4241464,Mac Jones,QB,381,165,-216,0,0,0
3046779,Jared Goff,QB,384,169,-215,0,0,0
16728,Teddy Bridgewater,QB,386,169,-217,0,0,0
3912547,Sam Darnold,QB,389,169,-220,0,0,0
4258195,Donovan Peoples-Jones,WR,391,170,-221,0,0,0
3134353,Tim Patrick,WR,392,170,-222,0,0,0
2973405,Kalif Raymond,WR,393,170,-223,0,0,0
3135321,Hunter Renfrow,WR,394,170,-224,0,0,0
2978109,Zach Pascal,WR,396,170,-226,0,0,0
4240631,DeeJay Dallas,RB,397,170,-227,0,0,0
4035072,Benny Snell Jr.,RB,398,170,-228,0,0,0
4036224,Jake Funk,RB,399,169,-230,0,0,0
15971,Rex Burkhead,RB,400,170,-230,0,0,0
4039607,J.J. Taylor,RB,403,169,-234,0,0,0
4034952,La'Mical Perine,RB,404,170,-234,0,0,0
4241205,Larry Rountree III,RB,405,170,-235,0,0,0
16002,Kyle Juszczyk,RB,406,170,-236,0,0,0
3115306,Josh Reynolds,WR,407,170,-237,0,0,0
-16003,Bears D/ST,DST,409,169,-240,0,0,0
-16010,Titans D/ST,DST,410,169,-241,0,0,0
9354,Robbie Gould,K,411,169,-242,0,0,0
15965,Dustin Hopkins,K,412,170,-242,0,0,0
3043080,O.J. Howard,TE,413,169,-244,0,0,0
2582410,Tyler Kroft,TE,416,170,-246,0,0,0
3128452,Jordan Akins,TE,417,170,-247,0,0,0
3924365,Hayden Hurst,TE,418,170,-248,0,0,0
4212989,Dan Arnold,TE,419,170,-249,0,0,0
3045523,Kendrick Bourne,WR,420,170,-250,0,0,0
3122449,James Washington,WR,422,170,-252,0,0,0
14163,Tyrod Taylor,QB,423,170,-253,0,0,0
-16022,Cardinals D/ST,DST,425,169,-256,0,0,0
-16029,Panthers D/ST,DST,426,169,-257,0,0,0
-16012,Chiefs D/ST,DST,427,167,-260,0,0,0
-16001,Falcons D/ST,DST,428,170,-258,0,0,0
16760,Jimmy Garoppolo,QB,430,169,-261,0,0,0
3122840,Deshaun Watson,QB,431,168,-263,0,0,0
2972091,Jalen Richard,RB,432,170,-262,0,0,0
3127586,Jeremy McNichols,RB,433,170,-263,0,0,0
4820592,Nate McCrary,RB,435,170,-265,0,0,0
4374033,Jermar Jefferson,RB,436,170,-266,0,0,0
4035537,Kene Nwangwu,RB,437,170,-267,0,0,0
4039274,Jonathan Ward,RB,438,170,-268,0,0,0
3051902,Peyton Barber,RB,439,170,-269,0,0,0
2468609,Taysom Hill,QB,441,169,-272,0,0,0
3117256,Dalton Schultz,TE,442,170,-272,0,0,0
16504,Jack Doyle,TE,443,170,-273,0,0,0
13232,Jimmy Graham,TE,444,169,-275,0,0,0
14054,Kyle Rudolph,TE,446,169,-277,0,0,0
14012,Andy Dalton,QB,450,170,-280,0,0,0
3924327,Drew Lock,QB,451,170,-281,0,0,0
4035003,Jacob Eason,QB,454,170,-284,0,0,0
4242546,Davis Mills,QB,455,170,-285,0,0,0
4038524,Gardner Minshew II,QB,456,169,-287,0,0,0
3928925,JaMycal Hasty,RB,457,170,-287,0,0,0
3049916,Matt Breida,RB,458,170,-288,0,0,0
3139602,D'Ernest Johnson,RB,459,170,-289,0,0,0
3912092,Donald Parham Jr.,TE,460,170,-290,0,0,0
3127292,Will Dissly,TE,461,169,-292,0,0,0
3123050,Chris Herndon,TE,465,170,-295,0,0,0
2998565,Mo Alie-Cox,TE,466,169,-297,0,0,0
4361411,Pat Freiermuth,TE,467,168,-299,0,0,0
4039160,Kylen Granson,TE,468,169,-299,0,0,0
2970726,Maxx Williams,TE,469,169,-300,0,0,0
3123076,David Njoku,TE,470,169,-301,0,0,0
4040774,Harrison Bryant,TE,471,169,-302,0,0,0
2508079,James O'Shaughnessy,TE,472,169,-303,0,0,0
3046704,Geoff Swaim,TE,473,169,-304,0,0,0
2531358,Chris Manhertz,TE,474,169,-305,0,0,0
2578570,Jacoby Brissett,QB,476,170,-306,0,0,0
2576980,Marcus Mariota,QB,478,169,-309,0,0,0
3039707,Mitchell Trubisky,QB,479,169,-310,0,0,0
2565969,Taylor Heinicke,QB,480,169,-311,0,0,0
4036378,Jordan Love,QB,481,169,-312,0,0,0
3116407,Mason Rudolph,QB,483,169,-314,0,0,0
4240904,Kellen Mond,QB,484,169,-315,0,0,0
3051308,P.J. Walker,QB,485,169,-316,0,0,0
4035671,Tyler Huntley,QB,486,169,-317,0,0,0
3124092,John Wolford,QB,487,169,-318,0,0,0
3915165,Rodrigo Blankenship,K,488,167,-321,0,0,0
4360234,Evan McPherson,K,490,169,-321,0,0,0
2971573,Ka'imi Fairbairn,K,491,170,-321,0,0,0
10636,Mason Crosby,K,492,168,-324,0,0,0
17372,Chris Boswell,K,493,169,-324,0,0,0
3975763,Greg Joseph,K,495,169,-326,0,0,0
3821683,Austin Seibert,K,496,169,-327,0,0,0
17427,Cairo Santos,K,497,169,-328,0,0,0
3050478,Jake Elliott,K,498,169,-329,0,0,0
3919602,Matt Ammendola,K,499,169,-330,0,0,0
4046532,Quinn Nordin,K,502,169,-333,0,0,0
2582139,Sam Ficken,K,503,169,-334,0,0,0
3040204,Ryan Santoso,K,504,170,-334,0,0,0
2985659,Wil Lutz,K,505,169,-336,0,0,0
-16021,Eagles D/ST,DST,506,169,-337,0,0,0
-16020,Jets D/ST,DST,509,170,-339,0,0,0
-16026,Seahawks D/ST,DST,511,169,-342,0,0,0
-16024,Chargers D/ST,DST,513,169,-344,0,0,0
-16004,Bengals D/ST,DST,515,169,-346,0,0,0
-16006,Cowboys D/ST,DST,516,169,-347,0,0,0
-16030,Jaguars D/ST,DST,517,169,-348,0,0,0
-16013,Raiders D/ST,DST,518,169,-349,0,0,0
-16008,Lions D/ST,DST,519,169,-350,0,0,0
-16034,Texans D/ST,DST,520,169,-351,0,0,0
4050373,Quez Watkins,WR,1012,169,-843,0,0,0
4411193,Deonte Harris,WR,1013,169,-844,0,0,0
3932430,Jalen Guyton,WR,1014,170,-844,0,0,0
4360797,Tutu Atwell,WR,1015,170,-845,0,0,0
3128724,Isaiah McKenzie,WR,1016,169,-847,0,0,0
3921564,Auden Tate,WR,1017,169,-848,0,0,0
2576491,Adam Humphries,WR,1018,170,-848,0,0,0
17258,Willie Snead IV,WR,1019,169,-850,0,0,0
4239992,Amari Rodgers,WR,1020,169,-851,0,0,0
15773,Darren Fells,TE,1021,169,-852,0,0,0
4035403,Denzel Mims,WR,1022,170,-852,0,0,0
3892889,Dede Westbrook,WR,1023,169,-854,0,0,0
3894912,Tyron Johnson,WR,1024,169,-855,0,0,0
3042910,Rashard Higgins,WR,1025,169,-856,0,0,0
2577667,Damiere Byrd,WR,1026,170,-856,0,0,0
3914397,Scotty Miller,WR,1027,169,-858,0,0,0
3122818,Tommy Sweeney,TE,1028,169,-859,0,0,0
3121409,Noah Brown,WR,1029,169,-860,0,0,0
4362504,Brevin Jordan,TE,1030,169,-861,0,0,0
3843945,Foster Moreau,TE,1031,169,-862,0,0,0
3918003,Brycen Hopkins,TE,1032,169,-863,0,0,0
3127310,Drew Sample,TE,1033,169,-864,0,0,0
17051,Albert Wilson,WR,1034,169,-865,0,0,0
3126002,Christian Blake,WR,1035,169,-866,0,0,0
4035115,Albert Okwuegbunam,TE,1036,169,-867,0,0,0
3728262,Ray-Ray McCloud,WR,1037,169,-868,0,0,0
3061612,Jamal Agnew,WR,1038,169,-869,0,0,0
2577134,Ty Montgomery,WR,1039,169,-870,0,0,0
4240573,Ihmir Smith-Marsette,WR,1040,169,-871,0,0,0
4039050,Devin Duvernay,WR,1041,169,-872,0,0,0
2574591,Nick Boyle,TE,1042,169,-873,0,0,0
4036335,Cedrick Wilson,WR,1043,169,-874,0,0,0
3915399,Preston Williams,WR,1044,169,-875,0,0,0
4034950,Freddie Swain,WR,1045,169,-876,0,0,0
15839,Marquise Goodwin,WR,1046,169,-877,0,0,0
13226,Andre Roberts,WR,1047,169,-878,0,0,0
14922,Mohamed Sanu Sr.,WR,1048,169,-879,0,0,0
2971281,Pharaoh Brown,TE,1049,169,-880,0,0,0
3052166,Darrell Daniels,TE,1050,169,-881,0,0,0
3052897,Durham Smythe,TE,1051,169,-882,0,0,0
3139456,Cameron Batson,WR,1052,169,-883,0,0,0
17453,Cameron Brate,TE,1053,169,-884,0,0,0
4422214,Trinity Benson,WR,1054,169,-885,0,0,0
2514206,Blake Bell,TE,1055,169,-886,0,0,0
15887,Ryan Griffin,TE,1056,169,-887,0,0,0
3040035,Greg Ward,WR,1057,169,-888,0,0,0
3122168,Trent Sherfield,WR,1058,169,-889,0,0,0
3115328,Jalen Hurd,WR,1059,169,-890,0,0,0
3128774,Kalen Ballage,RB,1060,169,-891,0,0,0
4047839,N'Keal Harry,WR,1061,169,-892,0,0,0
4259499,Shi Smith,WR,1062,169,-893,0,0,0
13987,Blaine Gabbert,QB,1063,169,-894,0,0,0
3122672,Royce Freeman,RB,1064,170,-894,0,0,0
4039043,Collin Johnson,WR,1065,169,-896,0,0,0
2310331,Tyler Johnson,WR,1066,169,-897,0,0,0
3915522,KJ Hill Jr.,WR,1067,169,-898,0,0,0
2972460,Breshad Perriman,WR,1068,170,-898,0,0,0
9614,Marcedes Lewis,TE,1069,169,-900,0,0,0
4259805,Kylin Hill,RB,1070,169,-901,0,0,0
2975417,Patrick Ricard,RB,1071,169,-902,0,0,0
4242557,Colby Parkinson,TE,1072,169,-903,0,0,0
3914151,Josiah Deguara,TE,1073,169,-904,0,0,0
3917668,Alec Ingold,RB,1074,169,-905,0,0,0
3932144,Jacob Harris,TE,1075,169,-906,0,0,0
4012556,C.J. Ham,RB,1076,169,-907,0,0,0
4239944,Hunter Long,TE,1077,169,-908,0,0,0
4371986,Anthony Schwartz,WR,1078,169,-909,0,0,0
3916566,K.J. Osborn,WR,1079,169,-910,0,0,0
4047836,Frank Darby,WR,1080,169,-911,0,0,0
4044452,Kaden Smith,TE,1081,169,-912,0,0,0
3059722,Zay Jones,WR,1082,169,-913,0,0,0
4039057,Lil'Jordan Humphrey,WR,1083,169,-914,0,0,0
4379504,Mekhi Sargent,RB,1084,169,-915,0,0,0
17463,Diontae Spencer,WR,1085,169,-916,0,0,0
3120303,Ross Dwelley,TE,1086,169,-917,0,0,0
3921690,Josh Oliver,TE,1087,169,-918,0,0,0
3051381,Mike White,QB,1088,169,-919,0,0,0
4040612,Luke Farrell,TE,1089,169,-920,0,0,0
4045305,Ian Thomas,TE,1090,169,-921,0,0,0
4241424,Tylan Wallace,WR,1091,169,-922,0,0,0
4424106,Gunner Olszewski,WR,1092,169,-923,0,0,0
3045260,Corey Clement,RB,1093,169,-924,0,0,0
4242873,Eno Benjamin,RB,1094,169,-925,0,0,0
11291,Chad Henne,QB,1095,169,-926,0,0,0
4294520,Brandon Zylstra,WR,1096,169,-927,0,0,0
3047876,KhaDarel Hodge,WR,1097,169,-928,0,0,0
3914328,Andy Isabella,WR,1098,169,-929,0,0,0
3123986,Mike Thomas,WR,1099,169,-930,0,0,0
4245645,Gary Brightwell,RB,1100,169,-931,0,0,0
4240023,Tre' McKitty,TE,1101,169,-932,0,0,0
4046522,Devin Asiasi,TE,1102,169,-933,0,0,0
3115252,Will Grier,QB,1103,169,-934,0,0,0
3929785,Nick Westbrook-Ikhine,WR,1104,169,-935,0,0,0
3040206,Chris Streveler,QB,1105,169,-936,0,0,0
12471,Chase Daniel,QB,1106,169,-937,0,0,0
2577641,Jakeem Grant Sr.,WR,1107,169,-938,0,0,0
4243830,Jaelon Darden,WR,1108,169,-939,0,0,0
15864,Geno Smith,QB,1109,169,-940,0,0,0
2574511,Brandon Allen,QB,1110,169,-941,0,0,0
2576399,Nick Vannett,TE,1111,169,-942,0,0,0
4037457,Travis Homer,RB,1112,169,-943,0,0,0
2979520,C.J. Beathard,QB,1113,170,-943,0,0,0
12477,Brian Hoyer,QB,1114,169,-945,0,0,0
15837,Mike Glennon,QB,1115,169,-946,0,0,0
4408988,Malik Taylor,WR,1116,169,-947,0,0,0
3116188,David Blough,QB,1117,169,-948,0,0,0
4034948,Feleipe Franks,QB,1118,169,-949,0,0,0
3042749,Logan Woodside,QB,1119,169,-950,0,0,0
3929924,Zach Gentry,TE,1120,169,-951,0,0,0
3085107,Jake Kumerow,WR,1121,169,-952,0,0,0
4035886,Khalil Herbert,RB,1122,169,-953,0,0,0
4035611,Gabe Nabers,RB,1123,169,-954,0,0,0
3052096,Johnny Mundt,TE,1124,169,-955,0,0,0
4589245,Mike Strachan,WR,1125,169,-956,0,0,0
4360739,Simi Fehoko,WR,1126,169,-957,0,0,0
